locale,type,week_zero,week_one,week_two,week_few,week_many,week_other,day_zero,day_one,day_two,day_few,day_many,day_other,hour_zero,hour_one,hour_two,hour_few,hour_many,hour_other,minute_zero,minute_one,minute_two,minute_few,minute_many,minute_other,second_zero,second_one,second_two,second_few,second_many,second_other
ia,wide,,{0} septimana,,,,{0} septimanas,,{0} die,,,,{0} dies,,{0} hora,,,,{0} horas,,{0} minuta,,,,{0} minutas,,{0} secunda,,,,{0} secundas
ia,narrow,,{0}sept,,,,{0}sept,,{0}d,,,,{0}d,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
id,wide,,,,,,{0} minggu,,,,,,{0} hari,,,,,,{0} jam,,,,,,{0} menit,,,,,,{0} detik
id,narrow,,,,,,{0} mgg,,,,,,{0} hr,,,,,,{0} j,,,,,,{0} mnt,,,,,,{0} dtk
ig,wide,,,,,,{0} Ọtụtụ Izu,,,,,,{0} Ọtụtụ Ubochi,,,,,,{0} Ọtụtụ awa,,,,,,{0} nkeji,,,,,,{0} sekọnd
ig,narrow,,,,,,{0}w,,,,,,{0} Ọtụtụ Ubochi,,,,,,{0} awa,,,,,,{0} min,,,,,,{0} s
ii,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ii,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
is,wide,,{0} vika,,,,{0} vikur,,{0} dagur,,,,{0} dagar,,{0} klukkustund,,,,{0} klukkustundir,,{0} mínúta,,,,{0} mínútur,,{0} sekúnda,,,,{0} sekúndur
is,narrow,,{0} v.,,,,{0} v.,,{0} d.,,,,{0} d.,,{0} klst.,,,,{0} klst.,,{0} mín.,,,,{0} mín.,,{0} sek.,,,,{0} sek.
it,wide,,{0} settimana,,,,{0} settimane,,{0} giorno,,,,{0} giorni,,{0} ora,,,,{0} ore,,{0} minuto,,,,{0} minuti,,{0} secondo,,,,{0} secondi
it,narrow,,{0}sett.,,,,{0}sett.,,{0}g,,,,{0}gg,,{0}h,,,,{0}h,,{0}min,,,,{0}min,,{0}s,,,,{0}s
it-CH,wide,,{0} settimana,,,,{0} settimane,,{0} giorno,,,,{0} giorni,,{0} ora,,,,{0} ore,,{0} minuto,,,,{0} minuti,,{0} secondo,,,,{0} secondi
it-CH,narrow,,{0}sett.,,,,{0}sett.,,{0}g,,,,{0}gg,,{0}h,,,,{0}h,,{0}min,,,,{0}min,,{0}s,,,,{0}s
it-SM,wide,,{0} settimana,,,,{0} settimane,,{0} giorno,,,,{0} giorni,,{0} ora,,,,{0} ore,,{0} minuto,,,,{0} minuti,,{0} secondo,,,,{0} secondi
it-SM,narrow,,{0}sett.,,,,{0}sett.,,{0}g,,,,{0}gg,,{0}h,,,,{0}h,,{0}min,,,,{0}min,,{0}s,,,,{0}s
it-VA,wide,,{0} settimana,,,,{0} settimane,,{0} giorno,,,,{0} giorni,,{0} ora,,,,{0} ore,,{0} minuto,,,,{0} minuti,,{0} secondo,,,,{0} secondi
it-VA,narrow,,{0}sett.,,,,{0}sett.,,{0}g,,,,{0}gg,,{0}h,,,,{0}h,,{0}min,,,,{0}min,,{0}s,,,,{0}s
ja,wide,,,,,,{0} 週間,,,,,,{0} 日,,,,,,{0} 時間,,,,,,{0} 分,,,,,,{0} 秒
ja,narrow,,,,,,{0}w,,,,,,{0}d,,,,,,{0}h,,,,,,{0}m,,,,,,{0}s
jgo,wide,,,,,,{0} w,,{0} lɛ́Ꞌ,,,,{0} lɛ́Ꞌ,,{0} háwa,,,,{0} háwa,,{0} minút,,,,{0} minút,,,,,,{0} s
jgo,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
jmc,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
jmc,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
jv,wide,,,,,,{0} peken,,,,,,{0} dina,,,,,,{0} jam,,,,,,{0} menit,,,,,,{0} detik
jv,narrow,,,,,,{0} peken,,,,,,{0}d,,,,,,{0}j,,,,,,{0} mnt,,,,,,{0} dtk
ka,wide,,{0} კვირა,,,,{0} კვირა,,{0} დღე,,,,{0} დღე,,{0} საათი,,,,{0} საათი,,{0} წუთი,,,,{0} წუთი,,{0} წამი,,,,{0} წამი
ka,narrow,,{0} კვრ,,,,{0} კვრ,,{0} დღე,,,,{0} დღე,,{0}სთ,,,,{0}სთ,,{0}წთ,,,,{0}წთ,,{0}წმ,,,,{0}წმ
kab,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kab,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kam,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kam,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kde,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kde,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kea,wide,,,,,,{0} simana,,,,,,{0} dia,,,,,,{0} ora,,,,,,{0} minutu,,,,,,{0} sigundu
kea,narrow,,,,,,{0} sim.,,,,,,{0} dia,,,,,,{0} h,,,,,,{0} min.,,,,,,{0} s
kgp,wide,,{0} simỹnỹ,,,,{0} simỹnỹ ag,,kurã {0},,,,kurã {0},,óra {0},,,,óra ag {0},,mĩnũtu {0},,,,mĩnũtu {0},,sigũnu {0},,,,sigũnu {0}
kgp,narrow,,,,,,{0} sim. Ag,,{0} kurã,,,,{0} kurã ag,,,,,,{0} h,,,,,,{0} min,,{0} s,,,,{0} s
khq,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
khq,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ki,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ki,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kk,wide,,{0} апта,,,,{0} апта,,{0} күн,,,,{0} күн,,{0} сағат,,,,{0} сағат,,{0} минут,,,,{0} минут,,{0} секунд,,,,{0} секунд
kk,narrow,,{0} ап.,,,,{0} ап.,,{0} к.,,,,{0} к.,,{0} сағ,,,,{0} сағ,,{0} мин,,,,{0} мин,,{0} с,,,,{0} с
kkj,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kkj,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kl,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kl,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kln,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kln,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
km,wide,,,,,,{0} សប្ដាហ៍,,,,,,{0} ថ្ងៃ,,,,,,{0} ម៉ោង,,,,,,{0} នាទី,,,,,,{0} វិនាទី
km,narrow,,,,,,{0} សប្ដាហ៍,,,,,,{0} ថ្ងៃ,,,,,,{0} ម៉ោង,,,,,,{0} នាទី,,,,,,{0} វិនាទី
kn,wide,,{0} ವಾರವು,,,,{0} ವಾರಗಳು,,{0} ದಿನವು,,,,{0} ದಿನಗಳು,,{0} ಗಂಟೆ,,,,{0} ಗಂಟೆಗಳು,,{0} ನಿಮಿಷವು,,,,{0} ನಿಮಿಷಗಳು,,{0} ಸೆಕೆಂಡ್,,,,{0} ಸೆಕೆಂಡುಗಳು
kn,narrow,,{0}ವಾ,,,,{0}ವಾ,,{0}ದಿ,,,,{0}ದಿ,,{0}ಗಂ.,,,,{0}ಗಂ.,,{0}ನಿಮಿ,,,,{0}ನಿಮಿ,,{0}ಸೆಕೆಂ,,,,{0} ಸೆಕೆಂ
ko,wide,,,,,,{0}주,,,,,,{0}일,,,,,,{0}시간,,,,,,{0}분,,,,,,{0}초
ko,narrow,,,,,,{0}주,,,,,,{0}일,,,,,,{0}시간,,,,,,{0}분,,,,,,{0}초
ko-KP,wide,,,,,,{0}주,,,,,,{0}일,,,,,,{0}시간,,,,,,{0}분,,,,,,{0}초
ko-KP,narrow,,,,,,{0}주,,,,,,{0}일,,,,,,{0}시간,,,,,,{0}분,,,,,,{0}초
kok,wide,,{0} सप्तक,,,,{0} सप्तकां,,{0} दीस,,,,{0} दीस,,{0} वर,,,,{0} वरां,,{0} मिन,,,,{0} मिण्टां,,{0} सॅकंड,,,,{0} सेकंदांनी
kok,narrow,,{0}सप्तक,,,,{0}सप्त,,{0}दी,,,,{0}दी,,{0}वर,,,,{0}वर,,{0}मिन,,,,{0}मिण,,{0}सॅक,,,,{0}सॅक
ks,wide,,{0} ہَفتہٕ,,,,{0} ہَفتہٕ,,{0} دۄہ,,,,{0} دۄہ,,{0} گَنٹہٕ,,,,{0} گٲنٹہٕ,,{0} مِنَٹ,,,,{0} مِنَٹ,,{0} سیکَنڈ,,,,{0} سیکَنڈ
ks,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ks-Arab,wide,,{0} ہَفتہٕ,,,,{0} ہَفتہٕ,,{0} دۄہ,,,,{0} دۄہ,,{0} گَنٹہٕ,,,,{0} گٲنٹہٕ,,{0} مِنَٹ,,,,{0} مِنَٹ,,{0} سیکَنڈ,,,,{0} سیکَنڈ
ks-Arab,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ks-Deva,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ks-Deva,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ksb,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ksb,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ksf,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ksf,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ksh,wide,{0} Woche,{0} Woche,,,,{0} Woche,{0} Dääsch,{0} Dääsch,,,,{0} Dääsch,{0} Schtunde,{0} Schtunde,,,,{0} Schtunde,{0} Menutte,{0} Menutte,,,,{0} Menutte,{0} Sekunde,{0} Sekunde,,,,{0} Sekunde
ksh,narrow,,,,,,{0} w,{0}d,{0}d,,,,{0}d,{0}h,{0}h,,,,{0}h,{0}m,{0}m,,,,{0}m,{0}s,{0}s,,,,{0}s
ku,wide,,{0} hefte,,,,{0} hefte,,{0} roj,,,,{0} roj,,{0} saet,,,,{0} saet,,{0} deqîqe,,,,{0} deqîqe,,{0} sanîye,,,,{0} saniye
ku,narrow,,{0}hf,,,,{0}hf,,{0}r,,,,{0}r,,{0}st,,,,{0}st,,{0}d,,,,{0}d,,{0}sn,,,,{0}sn
kw,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
kw,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ky,wide,,{0} апта,,,,{0} апта,,{0} күн,,,,{0} күн,,{0} саат,,,,{0} саат,,{0} мүнөт,,,,{0} мүнөт,,{0} секунд,,,,{0} секунд
ky,narrow,,{0} ап,,,,{0} ап,,{0} кн,,,,{0} кн,,{0} ст,,,,{0} ст,,{0} мүн,,,,{0} мүн,,{0} сек,,,,{0} сек
lag,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lag,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lb,wide,,{0} Woch,,,,{0} Wochen,,{0} Dag,,,,{0} Deeg,,{0} Stonn,,,,{0} Stonnen,,{0} Minutt,,,,{0} Minutten,,{0} Sekonn,,,,{0} Sekonnen
lb,narrow,,{0} W,,,,{0} W,,{0} D,,,,{0} D,,{0} st,,,,{0} st,,{0} min,,,,{0} min,,{0} s,,,,{0} s
lg,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lg,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lkt,wide,,,,,,okó {0},,,,,,{0}-čháŋ,,,,,,Owápȟe {0},,,,,,{0} min,,,,,,Okpí {0}
lkt,narrow,,,,,,okó {0},,,,,,{0}-čháŋ,,,,,,Owápȟe {0},,,,,,{0} min,,,,,,Okpí {0}
ln,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-AO,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-AO,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-CF,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-CF,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-CG,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ln-CG,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lo,wide,,,,,,{0} ອາທິດ,,,,,,{0} ມື້,,,,,,{0} ຊົ່ວໂມງ,,,,,,{0} ນາທີ,,,,,,{0} ວິນາທີ
lo,narrow,,,,,,{0} ອທ.,,,,,,{0} ມ.,,,,,,{0} ຊມ,,,,,,{0} ນທ,,,,,,{0} ວິ
lrc,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lrc,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lrc-IQ,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lrc-IQ,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lt,wide,,{0} savaitė,,{0} savaitės,{0} savaitės,{0} savaičių,,{0} diena,,{0} dienos,{0} dienos,{0} dienų,,{0} valanda,,{0} valandos,{0} valandos,{0} valandų,,{0} minutė,,{0} minutės,{0} minutės,{0} minučių,,{0} sekundė,,{0} sekundės,{0} sekundės,{0} sekundžių
lt,narrow,,{0} sav.,,{0} sav.,{0} sav.,{0} sav.,,{0} d.,,{0} d.,{0} d.,{0} d.,,{0} h,,{0} h,{0} h,{0} h,,{0} min.,,{0} min.,{0} min.,{0} min.,,{0} s,,{0} s,{0} s,{0} s
lu,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lu,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
luo,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
luo,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
luy,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
luy,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
lv,wide,{0} nedēļu,{0} nedēļa,,,,{0} nedēļas,{0} dienu,{0} diena,,,,{0} dienas,{0} stundu,{0} stunda,,,,{0} stundas,{0} minūšu,{0} minūte,,,,{0} minūtes,{0} sekunžu,{0} sekunde,,,,{0} sekundes
lv,narrow,{0} n.,{0} n.,,,,{0} n.,{0} d.,{0} d.,,,,{0} d.,{0} h,{0} h,,,,{0} h,,,,,,{0} min,{0} s,{0} s,,,,{0} s
mai,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mai,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mas,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mas,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mas-TZ,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mas-TZ,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mer,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mer,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mfe,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mfe,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mg,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mg,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mgh,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mgh,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mgo,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mgo,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mi,wide,,,,,,{0} wiki,,,,,,{0} rā,,,,,,{0} haora,,,,,,{0} meneti,,,,,,{0} hēkona
mi,narrow,,,,,,{0} w,,,,,,{0} rā,,,,,,{0} h,,,,,,{0} men,,,,,,{0} h
mk,wide,,{0} седмица,,,,{0} седмици,,{0} ден,,,,{0} дена,,{0} час,,,,{0} часа,,{0} минута,,,,{0} минути,,{0} секунда,,,,{0} секунди
mk,narrow,,{0} с.,,,,{0} с.,,{0} д.,,,,{0} д.,,{0} ч.,,,,{0} ч.,,{0} м.,,,,{0} м.,,{0} с.,,,,{0} с.
ml,wide,,{0} ആഴ്ച,,,,{0} ആഴ്ച,,{0} ദിവസം,,,,{0} ദിവസം,,{0} മണിക്കൂർ,,,,{0} മണിക്കൂർ,,{0} മിനിറ്റ്,,,,{0} മിനിറ്റ്,,{0} സെക്കൻഡ്,,,,{0} സെക്കൻഡ്
ml,narrow,,{0} ആ,,,,{0} ആ,,{0} ദി,,,,{0} ദി,,{0} മ,,,,{0} മ,,{0} മി.,,,,{0} മി.,,{0} സെ.,,,,{0} സെ.
mn,wide,,{0} долоо хоног,,,,{0} долоо хоног,,{0} хоног,,,,{0} хоног,,{0} цаг,,,,{0} цаг,,{0} минут,,,,{0} минут,,{0} секунд,,,,{0} секунд
mn,narrow,,{0} д.х,,,,{0} д.х,,{0} хоног,,,,{0} хоног,,{0} ц,,,,{0} ц,,{0} мин,,,,{0} мин,,{0} сек,,,,{0} сек
mni,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mni,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mni-Beng,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mni-Beng,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mr,wide,,{0} आठवडा,,,,{0} आठवडे,,{0} दिवस,,,,{0} दिवस,,{0} तास,,,,{0} तास,,{0} मिनिट,,,,{0} मिनिटे,,{0} सेकंद,,,,{0} सेकंद
mr,narrow,,{0}आ,,,,{0}आ,,{0}दि,,,,{0}दि,,{0}ता,,,,{0}ता,,{0}मि,,,,{0}मि,,{0}से,,,,{0}से
ms,wide,,,,,,{0} minggu,,,,,,{0} hari,,,,,,{0} jam,,,,,,{0} minit,,,,,,{0} saat
ms,narrow,,,,,,{0} mgu,,,,,,{0} h,,,,,,{0} j,,,,,,{0} min,,,,,,{0} s
ms-BN,wide,,,,,,{0} minggu,,,,,,{0} hari,,,,,,{0} jam,,,,,,{0} minit,,,,,,{0} saat
ms-BN,narrow,,,,,,{0} mgu,,,,,,{0} h,,,,,,{0} j,,,,,,{0} min,,,,,,{0} s
ms-ID,wide,,,,,,{0} minggu,,,,,,{0} hari,,,,,,{0} jam,,,,,,{0} minit,,,,,,{0} saat
ms-ID,narrow,,,,,,{0} mgu,,,,,,{0} h,,,,,,{0} j,,,,,,{0} min,,,,,,{0} s
ms-SG,wide,,,,,,{0} minggu,,,,,,{0} hari,,,,,,{0} jam,,,,,,{0} minit,,,,,,{0} saat
ms-SG,narrow,,,,,,{0} mgu,,,,,,{0} h,,,,,,{0} j,,,,,,{0} min,,,,,,{0} s
mt,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mt,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mua,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
mua,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
my,wide,,,,,,{0} ပတ်,,,,,,{0} ရက်,,,,,,{0} နာရီ,,,,,,{0} မိနစ်,,,,,,{0} စက္ကန့်
my,narrow,,,,,,{0} ပတ်,,,,,,{0} ရက်,,,,,,{0} နာရီ,,,,,,{0} မိနစ်,,,,,,{0} s
mzn,wide,,,,,,{0} هفته,,,,,,{0} روز,,,,,,{0} ساعِت,,,,,,{0} دقیقه,,,,,,{0} ثانیه
mzn,narrow,,,,,,{0} هفته,,,,,,{0} روز,,,,,,{0} ساعِت,,,,,,{0} دَقه,,,,,,{0} ثانیه
naq,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
naq,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nb,wide,,{0} uke,,,,{0} uker,,{0} døgn,,,,{0} døgn,,{0} time,,,,{0} timer,,{0} minutt,,,,{0} minutter,,{0} sekund,,,,{0} sekunder
nb,narrow,,{0}u,,,,{0}u,,{0}d,,,,{0}d,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0}s,,,,{0}s
nb-SJ,wide,,{0} uke,,,,{0} uker,,{0} døgn,,,,{0} døgn,,{0} time,,,,{0} timer,,{0} minutt,,,,{0} minutter,,{0} sekund,,,,{0} sekunder
nb-SJ,narrow,,{0}u,,,,{0}u,,{0}d,,,,{0}d,,{0}t,,,,{0}t,,{0}m,,,,{0}m,,{0}s,,,,{0}s
nd,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nd,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nds,wide,,,,,,{0} Weken,,,,,,{0} Daag,,,,,,{0} Stünnen,,,,,,{0} Minuten,,,,,,{0} Sekunnen
nds,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
nds-NL,wide,,,,,,{0} Weken,,,,,,{0} Daag,,,,,,{0} Stünnen,,,,,,{0} Minuten,,,,,,{0} Sekunnen
nds-NL,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ne,wide,,{0} हप्ता,,,,{0} हप्ता,,{0} दिन,,,,{0} दिन,,{0} घण्टा,,,,{0} घण्टा,,{0} मिनेट,,,,{0} मिनेट,,{0} सेकेन्ड,,,,{0} सेकेन्ड
ne,narrow,,{0} हप्ता,,,,{0} हप्ता,,{0} दिन,,,,{0} दिन,,{0} घण्टा,,,,{0} घण्टा,,{0} मिनेट,,,,{0} मिनेट,,{0} सेकेन्ड,,,,{0} सेकेन्ड
ne-IN,wide,,{0} हप्ता,,,,{0} हप्ता,,{0} दिन,,,,{0} दिन,,{0} घण्टा,,,,{0} घण्टा,,{0} मिनेट,,,,{0} मिनेट,,{0} सेकेन्ड,,,,{0} सेकेन्ड
ne-IN,narrow,,{0} हप्ता,,,,{0} हप्ता,,{0} दिन,,,,{0} दिन,,{0} घण्टा,,,,{0} घण्टा,,{0} मिनेट,,,,{0} मिनेट,,{0} सेकेन्ड,,,,{0} सेकेन्ड
nl,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-AW,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl-AW,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-BE,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl-BE,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-BQ,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl-BQ,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-CW,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl-CW,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-SR,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
nl-SR,narrow,,{0} w,,,,{0} w,,{0} d,,,,{0} d,,{0} u,,,,{0} u,,{0} m,,,,{0} m,,{0} s,,,,{0} s
nl-SX,wide,,{0} week,,,,{0} weken,,{0} dag,,,,{0} dagen,,{0} uur,,,,{0} uur,,{0} minuut,,,,{0} minuten,,{0} seconde,,,,{0} seconden
